#F f1f2_Windt.dat
#UT Elastic Photon-Atom Scattering, anomalous scattering factors.
#C  This file has been created using f1f2_Windt.pro 
#D  Tue Sep 18 17:24:07 2001
#C  This file belongs to the DABAX library. More information on
#C  DABAX can be found at:
#C  http://www.esrf.fr/computing/scientific/dabax/
#UIDL xf1f2
#UD Elastic Photon-Atom Scattering, anomalous scattering factors.
#UD 
#UD The scattering values in this file have been obtained from
#UD the IMD code from David Windt (windt@astro.columbia.edu):
#UD http://cletus.phys.columbia.edu/~windt/idl/
#UD 
#UD The data are generated by concatenation of of data from 
#UD CXRO (http://www-cxro.lbl.gov) and LLNL 
#UD (http://www-phys.llnl.gov/V_Div/scattering/asf.html)
#UD 
#UD Column description: 1:PhotonEnergy[eV]  2:f1  3:f2
#UD 
#S  1  H
#UB -.999900
#UF1ADD 0.0
#N 3
#L PhotonEnergy[eV]  f1  f2
#UO ;  Atomic scattering factors for H.
#UO ;   
#UO ;  Concatenation of data from CXRO <http://www-cxro.lbl.gov>
#UO ;  and LLNL <http://www-phys.llnl.gov/V_Div/scattering/asf.html>
#UO ;  
#UO ;  E (eV) f1 f2
#UO ;---------------
       10.000000       -.99990000    2.3954000e-17
       10.161700       -.99990000    2.4341400e-17
       10.326100       -.99990000    2.4735100e-17
       10.493100       -.99990000    2.5135200e-17
       10.662800       -.99990000    2.5541700e-17
       10.835300       -.99990000    2.5954900e-17
       11.010600       -.99990000    2.6374600e-17
       11.188600       -.99990000    2.6801200e-17
       11.369600       -.99990000    2.7234700e-17
       11.553500       -.99990000    2.7675200e-17
       11.740400       -.99990000    2.8122900e-17
       11.930300       -.99990000    2.8577700e-17
       12.123200       -.99990000    2.9039900e-17
       12.319300       -.99990000    2.9509600e-17
       12.518600       -.99990000    2.9986900e-17
       12.721000       -.99990000    3.0472000e-17
       12.926800       -.99990000    3.0964800e-17
       13.135900       -.99990000    3.1465600e-17
       13.348300       -.99990000    3.1974600e-17
       13.564200       -.99990000    3.2491700e-17
       13.783600       -.99990000    3.3017300e-17
       14.006600       -.99990000    3.3551300e-17
       14.233100       -.99990000    3.4094000e-17
       14.463300       -.99990000    3.4645400e-17
       14.697300       -.99990000    3.5205800e-17
       14.935000       -.99990000    3.5775200e-17
       15.176500       -.99990000    3.6353800e-17
       15.422000       -.99990000    3.6941800e-17
       15.671400       -.99990000    3.7539300e-17
       15.900000       -.99990000    3.8086800e-17
       16.100000       -.99990000    6.1191500e-15
       16.182500       -.99990000    3.9247400e-13
       16.444200       -.99990000    1.8510400e-07
       16.710200       -.99990000      0.087301300
       16.980500       -.99990000       0.96022900
       17.255100       -.99990000       0.93136400
       17.534200       -.99990000       0.90336700
       17.817800       -.99990000       0.87621100
       18.106000       -.99990000       0.84987300
       18.398900       -.99990000       0.82432500
       18.696400       -.99990000       0.79954600
       18.998800       -.99990000       0.77551100
       19.306100       -.99990000       0.75219900
       19.618400       -.99990000       0.72913100
       19.935700       -.99990000       0.70564200
       20.258200       -.99990000       0.68290800
       20.585800       -.99990000       0.66090700
       20.918800       -.99990000       0.63961500
       21.257100       -.99990000       0.61900900
       21.600900       -.99990000       0.59906700
       21.950300       -.99990000       0.57976700
       22.305300       -.99990000       0.56108900
       22.666100       -.99990000       0.54301300
       23.032700       -.99990000       0.52551900
       23.405300       -.99990000       0.50858800
       23.783800       -.99990000       0.49220300
       24.168500       -.99990000       0.47634700
       24.559400       -.99990000       0.46079500
       24.956600       -.99990000       0.44559500
       25.360300       -.99990000       0.43089700
       25.770500       -.99990000       0.41668300
       26.187300       -.99990000       0.40293800
       26.610900       -.99990000       0.38964700
       27.041300       -.99990000       0.37679400
       27.478600       -.99990000       0.36436500
       27.923100       -.99990000       0.35234600
       28.374700       -.99990000       0.34072300
       28.833700       -.99990000       0.32948400
       29.300000        1.0734200       0.31861600
       29.773900        1.0748200       0.30810600
       30.255500        1.0757700       0.29851500
       30.744900        1.0769600       0.28971800
       31.242100        1.0782500       0.28108200
       31.747500        1.0794000       0.27260000
       32.260900        1.0803900       0.26437700
       32.782700        1.0812300       0.25640300
       33.313000        1.0819500       0.24866700
       33.851800        1.0825400       0.24116300
       34.399300        1.0830000       0.23388600
       34.955700        1.0833700       0.22682900
       35.521100        1.0836200       0.21996000
       36.095600        1.0837600       0.21329700
       36.679400        1.0838000       0.20683600
       37.272700        1.0837500       0.20056700
       37.875500        1.0836200       0.19448500
       38.488200        1.0834100       0.18858500
       39.110700        1.0831200       0.18286400
       39.743200        1.0827800       0.17731900
       40.386100        1.0823800       0.17194400
       41.039300        1.0819800       0.16672500
       41.703100        1.0815100       0.16157600
       42.377600        1.0809400       0.15658600
       43.063000        1.0803200       0.15175000
       43.759500        1.0796400       0.14705100
       44.467300        1.0789200       0.14249500
       45.186500        1.0781500       0.13807800
       45.917400        1.0773500       0.13379800
       46.660000        1.0765100       0.12965000
       47.414700        1.0756400       0.12563400
       48.181600        1.0747600       0.12174100
       48.960900        1.0738600       0.11796000
       49.752800        1.0729400       0.11429700
       50.557600        1.0720100       0.11072900
       51.375300        1.0710500       0.10726500
       52.206200        1.0700800       0.10391000
       53.050600        1.0690800       0.10065900
       53.908700        1.0680800      0.097510600
       54.780600        1.0670800      0.094460200
       55.666700        1.0660700      0.091505100
       56.567000        1.0650500      0.088642700
       57.482000        1.0640400      0.085869700
       58.411700        1.0630200      0.083183900
       59.356400        1.0620200      0.080582200
